"","title","categories","published_year","average_rating","authors"
"641","big money","Fiction",1973,3.92,"Pelham G. Wodehouse"
"642","kiss kiss","Fiction",1962,4.11,"Roald Dahl"
"643","the nice and the good","Fiction",1978,3.84,"Iris Murdoch"
"644","switch bitch","Fiction",1976,4,"Roald Dahl"
"646","my uncle oswald","Fiction",1980,3.9,"Roald Dahl"
"648","water music","Fiction",1981,4.17,"T. Coraghessan Boyle"
"653","you bright and risen angels","Fiction",1988,4.08,"William T. Vollmann"
"654","moon palace","Fiction",1989,3.98,"Paul Auster"
"655","the job","Biography & Autobiography",1989,4.05,"William S. Burroughs"
"656","americana","Fiction",1989,3.43,"Don Delillo"
"659","east is east","Fiction",1991,3.64,"T. Coraghessan Boyle"
"664","the big rock candy mountain","Fiction",1943,4.15,"Wallace Stegner"
"665","the spectator bird","Fiction",1976,3.98,"Wallace Earle Stegner"
"666","sailor song","Fiction",1993,3.57,"Ken Kesey"
"667","the best of young british novelists","Fiction",1993,3.94,"Bill Buford"
"668","liar's poker","Biography & Autobiography",1990,4.15,"Michael M. Lewis"
"669","the anglo-saxons","History",1991,4.05,"James Campbell"
"670","journal of a novel","Literary Criticism",1969,4.09,"John Steinbeck"
"674","mao ii","Fiction",1992,3.68,"Don Delillo"
"676","justine","Fiction",1991,3.9,"Lawrence Durrell"
"677","clea","Fiction",1991,4.19,"Lawrence Durrell"
"678","the music of chance","Fiction",1991,3.9,"Paul Auster"
"679","libra","Fiction",1991,3.99,"Don Delillo"
"680","the assault","Fiction",1995,3.78,"Reinaldo Arenas"
"682","chickenhawk - back in the world","Biography & Autobiography",1994,4.05,"Robert Mason"
"683","beyond the hundredth meridian","Biography & Autobiography",1992,4.07,"Wallace Stegner"
"684","ludwig wittgenstein","Biography & Autobiography",1991,4.35,"Ray Monk"
"685","of mice and men","Fiction",1993,3.86,"John Steinbeck"
"686","leviathan","Fiction",1993,3.95,"Paul Auster"
"687","the roses of no man's land","History",1993,4.26,"Lyn Macdonald"
"689","untouchable","Fiction",1940,3.7,"Mulk Anand"
"690","the third man and the fallen idol","Fiction",1977,3.76,"Graham Greene"
"691","collected short stories","Fiction",1986,3.97,"Graham Greene"
"692","j r","Fiction",1993,4.28,"William Gaddis"
"694","the monkey's wrench","Fiction",1995,3.93,"Primo Levi"
"695","six characters in search of an author and other plays","Drama",1995,3.95,"Luigi Pirandello"
"696","humboldt's gift","Fiction",1996,3.86,"Saul Bellow"
"697","the crucible","Drama",1995,3.57,"Arthur Miller"
"699","the act of creation","Philosophy",1964,4.26,"Arthur Koestler"
"700","the ghost in the machine","Philosophy",1990,4.01,"Arthur Koestler"
"703","holy madness","Religion",1992,3.71,"Georg Feuerstein"
"704","the beloved","Fiction",1997,4.19,"Kahlil Gibran"
"706","harvesting the heart","Fiction",1995,3.6,"Jodi Picoult"
"707","whores for gloria","Fiction",1994,3.69,"William T. Vollmann"
"708","selected letters, 1940-1956","Biography & Autobiography",1996,4.12,"Jack Kerouac"
"709","regeneration","Fiction",1997,4.03,"Pat Barker"
"711","for esm<U+00E9> - with love and squalor","Fiction",1994,4.19,"Jerome David Salinger"
"712","the tortilla curtain","Fiction",1996,3.65,"T. Coraghessan Boyle"
"713","how the mind works","Philosophy",1999,3.97,"Steven Pinker"
"714","the crucible","Drama",1996,3.57,"Arthur Miller"
"715","death of a salesman","Drama",1967,3.5,"Gerald Clifford Weales"
"716","dubliners","Fiction",1996,3.85,"James Joyce"
"719","the barrytown trilogy","Fiction",1995,4.28,"Roddy Doyle"
"720","under the sea wind","Fiction",1996,4.12,"Rachel Carson"
"721","ana<U+00EF>s nin","Biography & Autobiography",1996,3.99,"Deirdre Bair"
"722","the nuclear age","Fiction",1996,3.44,"Tim O'brien"
"723","the van","Fiction",1997,3.94,"Roddy Doyle"
"725","existentialists and mystics","Philosophy",1999,4.1,"Iris Murdoch"
"727","rachel's holiday","Fiction",1997,3.95,"Marian Keyes"
"729","cod","History",1998,3.9,"Mark Kurlansky"
"730","age of iron","Fiction",1998,3.85,"J. M. Coetzee"
"731","white teeth","Fiction",2001,3.76,"Zadie Smith"
"732","the autograph man","Fiction",2003,3.15,"Zadie Smith"
"733","jemima j.","Fiction",1998,3.64,"Jane Green"
"736","my year of meats","Fiction",1999,3.95,"Ruth L. Ozeki"
"737","the farming of bones","Fiction",1999,4.07,"Edwidge Danticat"
"739","lord of the flies","Fiction",1999,3.67,"William Golding"
"740","waiting for the barbarians","Fiction",1980,3.93,"J. M. Coetzee"
"741","the metamorphosis and other stories","Fiction",2000,3.8,"Franz Kafka"
"742","the inimitable jeeves","Fiction",1999,4.25,"Pelham Grenville Wodehouse"
"743","shadows and wind","History",1998,3.48,"Robert Templer"
"745","the deep end of the ocean","Fiction",1999,3.86,"Jacquelyn Mitchard"
"746","the spell","Fiction",2000,3.54,"Alan Hollinghurst"
"747","collected fictions","Fiction",1998,4.58,"Jorge Luis Borges"
"748","hunger","Fiction",2000,3.89,"Lan Samantha Chang"
"751","spellbound","Fiction",2003,3.63,"Jane Green"
"752","a year in provence","Biography & Autobiography",2000,3.96,"Peter Mayle"
"753","selected letters, 1957-1969","Biography & Autobiography",2000,4.16,"Jack Kerouac"
"756","the basque history of the world","History",1999,3.84,"Mark Kurlansky"
"758","world's end","Fiction",1988,4.01,"T. Coraghessan Boyle"
"759","descent of man","Fiction",1987,3.96,"T. Coraghessan Boyle"
"760","budding prospects","Fiction",1990,3.85,"T. Coraghessan Boyle"
"761","little plum","Juvenile Fiction",1987,4.22,"Rumer Godden"
"762","pippi goes on board","Juvenile Fiction",1977,4.12,"Astrid Lindgren"
"765","strange attractors","Juvenile Fiction",1991,3.71,"William Sleator"
"768","the puffin book of nonsense verse","Juvenile Nonfiction",1996,4.04,"Quentin Blake"
"769","five children and it","Juvenile Fiction",1996,3.88,"Edith Nesbit"
"770","the enchanted castle","Juvenile Fiction",2004,3.85,"E. Nesbit"
"771","bound for oregon","Juvenile Fiction",1996,3.78,"Jean Van Leeuwen"
"772","that was then, this is now","Juvenile Fiction",2008,3.91,"S. E. Hinton"
"773","the complete poems","Literary Criticism",1977,4.29,"William Blake"
"775","three gothic novels","Fiction",1968,3.7,"Horace Walpole"
"776","de profundis and other writings","Fiction",1973,4.21,"Oscar Wilde"
"777","redburn","Fiction",1976,3.61,"Herman Melville"
"778","the birth of tragedy","Literary Criticism",1993,3.98,"Friedrich Nietzsche"
"779","the pursuit of the well-beloved and the well-beloved","Fiction",2007,3.59,"Thomas Hardy"
"780","the law and the lady","Fiction",1998,3.8,"Wilkie Collins"
"781","martin chuzzlewit","Fiction",1999,3.83,"Charles Dickens"
"783","ivanhoe","Fiction",2000,3.75,"Walter Scott"
"784","three men in a boat","Fiction",1999,4.09,"Jerome Klapka Jerome"
"785","a journal of the plague year","Fiction",2003,3.53,"Daniel Defoe"
"786","saint joan","Drama",2003,3.79,"George Bernard Shaw"
"787","maggie, a girl of the streets, and other tales of new york","Fiction",2000,3.66,"Stephen Crane"
"788","a christmas carol and other christmas writings","Fiction",2003,4.13,"Charles Dickens"
"791","faust","Drama",1959,3.73,"Johann Goethe"
"793","prometheus bound and other plays","Drama",1961,4.1,"Aeschylus"
"794","iphigenia, phaedra, athaliah","Drama",1970,3.85,"Jean Racine"
"796","the wasps","Drama",1964,3.95,"Aristophanes"
"797","rameau's nephew / d'alembert's dream","Fiction",1976,3.67,"Denis Diderot"
"798","the gambler, bobok, a nasty story","Fiction",1966,4,"Fiodor Mija<U+00EF>lovich Dostoevski<U+00EF>"
"799","cousin pons","Fiction",2006,3.99,"Honore Balzac"
"800","home of the gentry","Fiction",1970,3.92,"Ivan Turgenev"
"801","a harlot high and low","Fiction",1970,4.05,"Honore Balzac"
"802","rabouilleuse","Fiction",1970,3.98,"Honor<U+00E9> De Balzac"
"803","germania","History",1970,3.98,"Cornelius Tacitus"
"804","notes from underground","Fiction",1972,4.2,"Fyodor Dostoyevsky"
"807","phaedrus","Philosophy",1973,4.12,"Plato"
"809","the oresteia","Drama",1984,4.01,"Aeschylus"
"810","lun y<U+00FC>","Philosophy",1979,3.84,"Confucius"
"811","notre-dame de paris","Fiction",1978,3.99,"Victor Hugo"
"812","spring torrents","Fiction",1980,3.94,"<U+0418><U+0432><U+0430><U+043D> <U+0421><U+0435><U+0440><U+0433><U+0435><U+0435><U+0432><U+0438><U+0447> <U+0422><U+0443><U+0440><U+0433><U+0435><U+043D><U+0435><U+0432>"
"813","terre","Fiction",1980,4.08,"<U+00C9>mile Zola"
"815","love visions","Literary Criticism",1983,3.58,"Geoffrey Chaucer"
"816","les miserables","Fiction",1982,4.16,"Victor Hugo"
"819","twilight of idols and anti-christ","Philosophy",1990,4.16,"Friedrich Nietzsche"
"820","sketches from a hunter's album","Fiction",1990,3.93,"Ivan Turgenev"
"821","gargantua and pantagruel","Biography & Autobiography",2006,3.71,"Francois Rabelais"
"822","either/or","Philosophy",2004,4.17,"Soren Kierkegaard"
"825","poetics","Literary Criticism",1996,3.82,"Aristotle"
"828","the bacchae and other plays","Drama",2005,4.13,"Euripides"
"829","democracy in america","History",2003,4.02,"Alexis Tocqueville"
"830","the consolation of philosophy","Literary Criticism",1999,3.97,"Boethius"
"831","metamorphosis","Fiction",2004,4.05,"Ovid"
"832","sentimental education","Fiction",1964,3.83,"Gustave Flaubert"
"833","three tales","Fiction",2005,3.71,"Gustave Flaubert"
"834","dead souls","Fiction",2004,3.99,"Nikolay Gogol"
"835","lysistrata and other plays","Drama",2002,3.96,"Aristophanes"
"836","early greek philosophy","Philosophy",2001,4.09,"Jonathan Barnes"
"837","the black tulip","Fiction",2003,3.8,"Alexandre Dumas Pere"
"838","city of god","History",2003,3.92,"Augustine"
"839","the histories","History",2003,3.98,"Herodotus"
"840","don quixote","Fiction",2003,3.87,"Miguel De Cervantes Saavedra"
"841","madame bovary","Fiction",2003,3.66,"Gustave Flaubert"
"842","the republic","Philosophy",2003,3.93,"Plato"
"843","anna karenina","Fiction",2002,4.04,"Leo Tolstoy"
"844","the twelve caesars","Fiction",2002,4.05,"Suetonius"
"845","beyond good and evil","Philosophy",2003,4.02,"Friedrich Nietzsche"
"846","the brothers karamazov","Fiction",2003,4.32,"Fyodor Dostoyevsky"
"847","the last days of socrates","Fiction",2003,4.07,"Plato"
"848","the aeneid","Literary Criticism",2003,3.83,"Virgil"
"849","the nicomachean ethics","Philosophy",2004,3.93,"Aristotle"
"850","the birds and other plays","Drama",1978,4.13,"Aristophanes"
"851","the women's war","Fiction",2006,3.95,"Alexandre Dumas"
"852","time of wonder","Juvenile Fiction",1989,4.08,"Robert Mccloskey"
"853","lentil","Juvenile Fiction",1978,4.12,"Robert Mccloskey"
"854","christmas in noisy village","Juvenile Fiction",1981,4.18,"Astrid Lindgren"
"857","wuthering heights","Fiction",1994,3.84,"Emily Bront<U+00EB>"
"861","the railway children","Fiction",1995,4,"E. Nesbit"
"862","the sonnets","Drama",2001,4.25,"William Shakespeare"
"863","hamlet","Drama",2001,4.01,"William Shakespeare"
"864","a midsummer night's dream","Drama",2000,3.94,"William Shakespeare"
"865","critical studies","Literary Criticism",1988,3.88,"Kathleen Parkinson"
"867","chocolat","Fiction",2000,3.96,"Joanne Harris"
"868","bridget jones's diary","Fiction",2001,3.76,"Helen Fielding"
"869","sammlung","Drama",2002,4.59,"William Shakespeare"
"870","in the heart of the sea","History",2001,4.16,"Nathaniel Philbrick"
"871","door wide open","Biography & Autobiography",2001,3.82,"Jack Kerouac"
"875","under the duvet","Fiction",2002,3.51,"Marian Keyes"
"879","you shall know our velocity","Fiction",2004,3.63,"Dave Eggers"
"883","henry iv part two","Literary Criticism",2005,3.8,"William Shakespeare"
"887","finding time again","Fiction",2003,4.48,"Marcel Proust"
"888","vineland","Fiction",1997,3.68,"Thomas Pynchon"
"889","pan","Fiction",1998,3.9,"Knut Hamsun"
"892","the wife","Fiction",1999,4.15,"Sigrid Undset"
"893","mrs dalloway","Fiction",2000,3.79,"Virginia Woolf"
"895","ulysses","Fiction",2000,3.74,"James Joyce"
"900","a room of one's own","Fiction",2002,4.13,"Virginia Woolf"
"901","tender is the night","Fiction",2001,3.82,"F. Scott Fitzgerald"
"902","a spy in the house of love","Fiction",2001,3.68,"Anais Nin"
"903","keep the aspidistra flying","Fiction",2000,3.88,"George Orwell"
"904","the flame trees of thika","Biography & Autobiography",2000,4.12,"Elspeth Huxley"
"909","the dharma bums","Fiction",2000,3.93,"Jack Kerouac"
"910","the subterraneans","Fiction",2001,3.68,"Jack Kerouac"
"912","tortilla flat","Fiction",2000,3.83,"John Steinbeck"
"914","orwell in spain","Fiction",2001,4.33,"George Orwell"
"915","the years","Fiction",2002,3.77,"Virginia Woolf"
"916","the autobiography of alice b. toklas","Biography & Autobiography",2001,3.59,"Gertrude Stein"
"917","nausea","Fiction",2000,3.92,"Jean-Paul Sartre"
"919","go tell it on the mountain","Fiction",2001,4.01,"James Baldwin"
"921","the log from the sea of cortez","Biography & Autobiography",2001,3.84,"John Steinbeck"
"922","the sea, the sea","Fiction",2001,3.92,"Iris Murdoch"
"923","a fairly honourable defeat","Fiction",2001,3.94,"Iris Murdoch"
"924","mysteries","Fiction",2001,4.1,"Knut Hamsun"
"925","giovanni's room","Fiction",2001,4.23,"James Baldwin"
"926","the bell","Fiction",2001,3.88,"Iris Murdoch"
"928","seven gothic tales","Fiction",2002,3.94,"Isak Dinesen"
"929","orientalism","History",2003,4.09,"Edward W. Said"
"931","mr majeika and the school trip","Juvenile Fiction",1999,3.81,"Humphrey Carpenter"
"932","the duplicate","Juvenile Fiction",1999,3.68,"William Sleator"
"933","the beasties","Juvenile Fiction",1999,3.84,"William Sleator"
"936","skin and other stories","Juvenile Fiction",2002,4.06,"Roald Dahl"
"937","westmark","Juvenile Fiction",2002,3.92,"Lloyd Alexander"
"938","the kestrel","Juvenile Fiction",2002,3.99,"Lloyd Alexander"
"944","raffles, the amateur cracksman","Fiction",2003,3.61,"Ernest William Hornung"
"945","frankenstein, or, the modern prometheus","Fiction",2002,3.78,"Mary Wollstonecraft Shelley"
"946","pygmalion","Literary Criticism",2003,3.9,"George Bernard Shaw"
"947","pride and prejudice","Fiction",2003,4.25,"Jane Austen"
"948","emma","Fiction",2002,3.99,"Jane Austen"
"949","a tale of two cities","Fiction",2003,3.83,"Charles Dickens"
"950","the woman in white","Fiction",2003,3.99,"Wilkie Collins"
"951","the mill on the floss","Fiction",2003,3.79,"George Eliot"
"952","the portrait of a lady","Fiction",2003,3.77,"Henry James"
"953","mansfield park","Fiction",2003,3.85,"Jane Austen"
"954","robinson crusoe","Fiction",2003,3.67,"Daniel Defoe"
"955","vanity fair","Fiction",2003,3.78,"William Makepeace Thackeray"
"956","the turn of the screw and the aspern papers","Fiction",2003,3.79,"Henry James"
"957","little dorrit","Fiction",2003,3.98,"Charles Dickens"
"958","tono-bungay","Fiction",2005,3.42,"H.g. Wells"
"959","a passage to india","Fiction",2005,3.68,"Edward Morgan Forster"
"960","moby-dick, or, the whale","Fiction",2001,3.49,"Herman Melville"
"961","icy sparks","Fiction",1998,3.69,"Gwyn Hyman Rubio"
"962","bridget jones's guide to life","Fiction",2001,3.48,"Helen Fielding"
"964","east of eden","Fiction",2002,4.37,"John Steinbeck"
"965","cannery row","Fiction",2002,4.03,"John Steinbeck"
"966","travels with charley","Biography & Autobiography",2002,4.08,"John Steinbeck"
"967","salt","History",2003,3.74,"Mark Kurlansky"
"968","the eyre affair","Fiction",2003,3.91,"Jasper Fforde"
"969","youth","Fiction",2003,3.79,"J. M. Coetzee"
"970","word freak","Biography & Autobiography",2002,3.82,"Stefan Fatsis"
"971","the fall of berlin, 1945","History",2003,4.28,"Antony Beevor"
"972","the last american man","Biography & Autobiography",2003,3.8,"Elizabeth Gilbert"
"973","when the elephants dance","Fiction",2003,4.03,"Tess Uriza Holthe"
"975","octopussy","Fiction",2004,3.55,"Ian Fleming"
"979","i should be extremely happy in your company","Fiction",2003,3.37,"Brian Hall"
"980","drop city","Fiction",2004,3.85,"T. Coraghessan Boyle"
"981","river of shadows","Biography & Autobiography",2004,4.14,"Rebecca Solnit"
"982","the life of graham greene: 1904-1939","Biography & Autobiography",2004,4.1,"Norman Sherry"
"983","voice of the violin","Fiction",2004,4.03,"Andrea Camilleri"
"984","zazie in the metro","Fiction",2001,3.73,"Raymond Queneau"
"985","nuns and soldiers","Fiction",2002,3.93,"Iris Murdoch"
"987","oliver and albert, friends forever","Juvenile Fiction",2002,3.62,"Jean Van Leeuwen"
"988","the philadelphia adventure","Juvenile Fiction",2002,3.88,"Lloyd Alexander"
"989","dirty beasts","Juvenile Nonfiction",2002,4.02,"Roald Dahl"
"990","a robin mckinley collection","Juvenile Fiction",2002,4.39,"Robin Mckinley"
"991","the enormous crocodile","Juvenile Fiction",2003,3.77,"Roald Dahl"
"992","triss","Juvenile Fiction",2004,3.98,"Brian Jacques"
"993","pippi longstocking","Juvenile Fiction",2005,4.12,"Astrid Lindgren"
"994","the far side of evil","Juvenile Fiction",2005,3.98,"Sylvia Engdahl"
"995","moon-flash","Juvenile Fiction",2005,3.73,"Patricia A. Mckillip"
"996","firebirds","Juvenile Fiction",2005,3.96,"Sharyn November"
"997","charlie and the chocolate factory","Juvenile Fiction",2005,3.86,"Roald Dahl"
"998","rock star superstar","Juvenile Fiction",2006,3.59,"Blake Nelson"
"999","amber brown is not a crayon","Juvenile Fiction",2006,3.84,"Paula Danziger"
"1000","the tough guide to fantasyland","Juvenile Nonfiction",2006,3.94,"Diana Wynne Jones"
"1001","heat","Juvenile Fiction",2007,3.98,"Mike Lupica"
"1002","the bfg","Juvenile Nonfiction",2007,4.26,"Roald Dahl"
"1003","i'm afraid you've got dragons","Juvenile Fiction",2007,4.1,"Peter S. Beagle"
"1004","a little princess","Fiction",2002,4.19,"Frances Hodgson Burnett"
"1006","jane eyre","Fiction",2003,4.11,"Charlotte Bront<U+00EB>"
